8544.8	1948.3	270.1	1523.5	2266.4	596.3	841.2	46.7	95.2	63.2	82.5	309.4	143.5	57.7	108.5	2.6	2.9	3.3	3.5	62.6	43.8	8.2	30.9	14.9	4.4	6.2	9.1	443.9	2.2	48.3	194.2	71.7	23.9	81.5	22.1
8234.1	1917.9	262.4	1412.3	2147.2	541.3	841.5	44.6	93	65.7	74.3	310.1	145.5	57.2	111.9	3	3.2	3.1	3.7	76.4	46.3	8.2	28.3	17	3.7	5.4	11	385.9	1.9	38.1	160.8	72.8	12.2	80.2	19.7
8165	1783.3	247.1	1454.5	2050.1	573	909.8	38.7	104.8	63.7	78.5	320.2	143.2	63.9	111.1	3.6	2.4	4.3	4.5	83.9	51.3	7.1	31.4	12.5	3.7	4.8	13.3	418.6	2.8	46.4	171.2	77.8	7.8	91.4	21.2
8364.2	1908.9	243.4	1512.1	2072	567.2	888.1	40	102.7	66.7	82.4	338.8	152.1	59.8	102.2	2.4	2.4	6.4	4.4	83.5	55.2	9.3	32.8	12.4	4.1	4	11.2	373.7	1.8	44.5	146.1	82.6	8.6	69.6	20.3
7357.3	1732.8	226.4	1257.6	1903.4	504.6	769.9	30.4	75	57.6	70.6	295.6	95.7	46.5	95.1	2.7	2.7	2.8	4.3	73.8	42.4	7.8	28.8	11.5	2.9	4	12.3	426.6	2.6	35.3	166.7	100.8	10.5	90.2	20.6
6392.3	1389	197.9	1241.9	1689.5	315.9	683.5	30.9	87.7	56.1	53.9	190.5	140.3	57.4	87.8	1.7	2.5	3.9	4.4	66.3	37	8.6	23.2	7.7	2.8	2.3	9.6	322.8	1.2	36.7	133.1	59.4	9.6	63.8	19
8686.4	1978.5	227.3	1573.4	2218.3	614.5	908.7	41.1	100	65.1	98.1	317	158	59.5	124.6	2.2	2.8	3.3	5.3	77.1	41.7	8.8	31	12	4.7	3.2	9.9	391.1	2.4	46.9	151.2	84.6	8.8	73.8	23.3
9244.7	2076.8	276.8	1573	2357	644.8	1008	53.3	106.2	75.2	102	378.7	191.1	64.4	114.3	3.2	3.7	4.1	6.6	80.6	47.1	11	32.8	13.2	4	4.2	12.6	451.7	2.2	49.9	185.6	78.8	13.7	92	29.5
8182.7	1750	238.2	1411.7	2084.6	589.7	935.9	46.3	89.2	70.3	83.3	325.3	177.3	66.8	99.4	2.3	3.4	3.4	6.9	77	43.8	7.7	32.2	14.9	3.3	3.5	16.4	449.2	1.9	49.8	185.4	98.2	10.2	80.9	22.8
7451.4	1815.5	249.1	1325	1764	484.2	793.4	40.8	90.6	60.4	82.9	299.6	125.1	57.4	92.4	1.8	2.4	2.9	6.7	56.5	31.7	7.6	26.1	13.1	3	3.4	16	388.7	1.9	34.9	146.5	84.5	9.7	88	23.2
7988.8	1896.6	242.9	1323.2	1905.3	581.1	895.3	46.1	94.7	60.5	82.5	325	157.7	57.3	109.4	2.5	3.9	2.8	4.8	77.4	36.2	8.6	41.9	11.1	3.5	3.2	15.3	424.9	1.7	50	194.8	69.1	7	77.9	24.4
8243.5	1916.4	242.5	1350.1	2013.5	568.3	958.1	45.3	93.5	65	84.3	358.8	160.6	62.7	111.6	2	4.4	3.8	6.2	78.7	37.6	10	40.9	10.6	4.3	4.2	9.9	467.6	2.3	44.2	201.2	84.7	13.4	96.8	25
8843	1985.8	265	1515	2161.5	634.7	1015	47.4	99.2	67.4	93.3	358.6	164.7	63.2	117.9	11	3.8	3.9	6.7	84.8	42.8	13.7	48.3	11	9.6	6.4	12.2	527.3	2.1	45.2	234.6	98.1	23.2	96.3	27.8
9092.7	2057.7	252.5	1554.4	2215.8	633.9	1007.8	50.3	124.3	72	89.8	354.1	190.8	93.3	127.9	3.1	4.1	4.6	7.9	96	54.1	12.9	46	11.8	8.1	6.7	12.9	502.7	2.3	49.7	220.3	94.4	18	95	23.1
8246.7	1790.4	236.4	1403.4	1989.3	587.8	991.4	49.5	96.6	73.3	85.2	365	159.7	72.7	108.1	2.5	4.2	6.2	6.6	91.7	43.9	10.7	43.5	11.1	4.8	4.1	8.7	483	3	44.8	215.3	93.7	23.9	81.3	21
9311.7	2051	243.9	1619.8	2265.9	640	1174.4	42.3	111.3	70.6	89.7	372.1	170.6	67.9	116.6	2.7	4.2	5.1	7.3	112.5	52.6	13.4	43.2	11.8	3.5	4.2	15.4	482.8	3	48	185.3	92.1	17	109.1	28.2
8341.2	1869.5	240.8	1325.9	2075.4	583	1107.1	43.1	85.9	67.8	80.1	326.1	119.4	58.1	101.1	3.2	4.3	6	9.2	104.2	42.1	11.3	42.4	12.2	4.9	5.7	12.4	501.4	2.6	39.2	191.6	102.1	14.4	124	27.5
7116.7	1453.4	183.9	1309.9	1943	365.3	804.7	42.3	97.9	53	63.4	240	159.3	61	104.1	2.6	4.3	4.9	8.2	87.6	41.6	10.6	45.8	9	4.3	5.4	11.1	440.3	2.5	45.4	148.9	103.7	11	105.1	23.6
9635.7	2147.6	238	1675.6	2319.1	703.3	1129.1	52.3	120.5	73	95.7	385.5	194	71.4	129.5	3.4	5.3	7.4	7.2	109.3	50	13.1	65	14.7	4.8	5.9	15.1	541.9	3	52.8	193.5	124.1	16.1	125.2	27.1
9815.4	2227.1	264.6	1675.4	2285.1	727.3	1143.5	53.8	117.3	77.3	97.4	420	202	69.1	121.3	3.5	5.7	19.8	8.9	124.1	56.9	13	60	14.8	5.4	7.6	14.6	590.2	4.2	56.8	186.2	130.7	16.5	167.6	28.1
8611.3	1851.2	246.7	1470.4	2053.7	643.2	1029.1	48.6	99.1	70.3	88.8	368.6	176.1	61.1	108	3.3	7.4	11.1	8.5	111.6	46.2	11.5	59.5	10.1	3.8	7	16.4	498.7	2.4	49.4	171.8	98.4	16	129.8	30.8
8297.8	1972.4	250.5	1496.4	1885.6	568.1	907.1	55.6	96.6	65.8	82.6	339.8	165.1	57.7	99.4	2.8	3.9	7.6	7.9	89.4	44.1	10.2	47.5	9.3	4.4	8.3	19.7	499	2.8	62.1	155.6	93.7	15.6	133.9	35.3
8715.1	2037.8	218.3	1471.7	2013.6	672.3	1001.1	50.2	104.6	69.3	95.3	360.8	182.5	69.4	101.8	3.2	5	7.4	7	99.7	39.3	10.6	59.2	11.1	3.2	7.1	13.5	474.9	2.3	52.4	182.6	90	10.9	118	18.7
8919.9	2002.2	223.4	1507.1	2070.1	690.2	1020.7	58.7	106	74.9	104.3	402.7	189.3	68.2	118.8	4.5	4.5	4.2	9.6	95.3	45.9	14.6	66.4	13.6	4.5	8.3	12.2	524.1	2.9	45.9	207.4	90.6	17.4	134.2	25.6
10085.8	2307.4	278.1	1683	2395.5	749.2	1114	63.9	123.3	86	112.7	433.1	212.4	76.7	135.3	3.3	4.8	6.4	9.8	106.5	52.4	14.7	75.3	12.9	4.4	9.5	15.3	567.5	3.5	61.6	204.9	106.8	21.1	133.8	35.8
9511.7	2110.2	257.7	1602.5	2340.6	682.4	1076.8	55.1	100.4	67.4	102.3	398.3	196.4	70.4	127.8	3.8	5.2	6	9.2	115.9	54.9	17.3	64.8	14.3	4.9	10.7	16.4	550.6	2.2	57.7	224.5	107.5	16.3	114.6	27.7
8991.3	1935	234.2	1470.1	2221.4	667.3	1016.6	64.6	97.4	76.2	102.7	425.2	178.6	69.5	123.4	2.7	5	6.2	9.3	108.8	45.4	17.5	73.3	12.1	3.9	8.1	16.6	482.5	2.7	59.2	182.7	102.9	13.7	91.9	29.4
10311.2	2290.9	260.6	1685.8	2471.1	756.1	1247.5	56.6	122.4	86.5	123.4	450.5	198.9	75.4	143.4	3.2	4.9	7.5	9	125.8	51.3	14.9	73	13	11	10.7	18.2	554.3	3.6	62.5	210.4	114.6	19	111.6	32.6
8895.4	2033.6	236.7	1418.4	2173.9	632.4	1093.4	46.6	94.4	77.6	104.3	381	129.1	59.2	117.7	8.1	6	6.6	10	110	44.6	12.8	60.6	10.2	4	9.4	14.9	496.9	2.8	45.6	192.4	109.7	15.7	99.2	31.4
7449.8	1613.7	208.2	1224.4	1963.3	410	858.7	45.8	104	62.1	77.3	277.5	164	58.8	108.4	2.2	4.6	6.5	6.1	102.7	38.7	13	68.7	8.3	3.8	6.8	12.1	388.9	2.7	47.5	152.4	74.7	15.3	73.3	23
10084	2285	266.3	1644.1	2387	770.9	1088.4	63.5	119.4	82.5	120.7	479.5	222.7	70	141.9	2.7	5.3	4.6	8.4	128.7	47.6	14.6	83.7	13.4	6.1	7.7	19.1	414.6	3.3	57.4	196	100.3	9.3	22.6	25.7
9859.4	2252.5	252.2	1654.7	2297.4	734.5	994.7	74.5	117.9	76.6	116.7	502.4	218.1	72.4	138.6	3.1	5.2	5.7	7.5	126.8	51.3	15.1	97.3	12.4	5.5	9.5	16.9	416.4	4.5	54.4	183.3	100.6	8.8	34.1	30.8
9100.1	2058.2	238.7	1481	2121.5	684.3	937.4	70.2	110.5	74.9	111.7	485	213.7	62.5	121.6	3.7	3.7	4.6	8.9	106	42.9	21.8	94	11	4.6	6.9	20.9	428.8	3.6	61.7	196.5	96.4	9	32.6	29
8920.8	1935.9	258.9	1635.4	1959	580.6	1123.1	60.2	105	73.2	105.1	434	183.3	64.4	116.1	2.6	3.6	3.7	8	98.1	40.9	14.7	74.8	9.4	7.9	8.2	14.8	411	2.9	63.8	174.7	84.9	10.5	48.9	25.3
8502.7	1983.3	235.5	1381.3	1942.8	674.5	903.2	58.6	99.3	74	108.1	444.4	157.9	64.1	107.5	3.2	3.4	2.5	6.9	103.1	39	14.3	67.1	10.4	3.5	4.5	10.2	315.2	2.7	50.9	152.3	57.4	6.3	26.9	18.7
8599.6	1974.3	236.4	1389.5	1958.3	640.9	943.8	60.5	98.8	89	105.6	470.8	178.3	59.7	112.4	3.8	4.5	4.2	6.2	91.3	46.3	13.1	78.7	9.9	5	5.9	12.3	404.6	3.1	70.5	182.9	76.3	9.9	39.9	22
10394.4	2365.4	305.9	1731.7	2393.4	754.7	1170.6	72.8	118.9	100.1	122.6	516.6	214.3	73	139.6	4.7	4.1	5.8	7.8	109	50.9	15.3	72.6	11.1	9.6	9.6	14.2	458.5	3.7	82.1	208.2	79.3	12.8	45.2	27.2
9290.4	2071.1	265.2	1573	2150.3	679.9	1027	62.8	108.6	82.1	112.8	468.2	205.5	65.3	124	4.3	4.6	3.6	8.7	107.9	47.3	17	62.5	11.7	4.2	9.5	13.3	433.4	2.9	59.7	201.3	88.4	9.5	46.3	25.3
8742.2	2026.6	246.2	1474.1	1973.8	628.9	935.4	64.3	99.7	85.9	95.4	451.9	170	67	118.4	7.7	3.8	5	7.5	113.7	44.5	16.3	66	10.7	4.4	11.1	14	374.7	2.7	51.6	148.9	98.9	11.4	41.6	19.5
10217.3	2342.2	271	1774.4	2290.7	733.9	1121.4	65.3	123	86	118.6	529.1	205.7	73.6	136	5.6	4.6	7.4	9	117.2	52.7	17	81.6	15	8.9	12.4	15	454.8	4.1	61.3	190.5	108.4	13.6	42.9	34.1
8639	1996.1	243.2	1439.5	1893.8	627.2	1046.3	61.9	92.8	67.3	94.8	453.2	152.8	55.5	114.5	4.3	4.1	7.9	7.3	114.9	48.7	9.1	68.7	10	3.7	7.1	14.5	408.5	3.5	45.7	186.7	82.7	13	50.1	26.7
8139.6	1730	222	1402.5	1981.6	412.2	1051.9	46.3	111	69.2	82.3	380.8	167.9	66.3	112	3.3	4.3	3.9	10.1	116.1	45.3	13	76.5	9.8	4.5	4.6	12.2	373.8	2.5	50.1	163.6	78.4	10	44.1	25.1
10779.1	2305.1	268.1	1817.4	2473.9	790.4	1214.5	208	119.4	88.5	130.7	579.6	217.6	67.8	144.9	4.8	5.2	9.4	11.4	124.9	55.9	15.3	78.1	13.7	9.7	6.8	17.8	474.2	9.8	54.9	206.1	112.5	14.3	50.3	26.3
10427.7	2334.2	289.4	1700.5	2320.4	757.2	1203.6	67.6	137.6	105.3	119.5	571.6	225.2	93.5	145.3	4.4	6.4	7.4	8.6	131	53.7	16.9	84.8	13.8	5	6.5	18.4	468.2	4.9	53.7	204.1	104.8	17.3	57.2	26.2
10349.1	2272.3	299.4	1679.2	2280.4	793.2	1222	81.8	132.4	92.1	115.3	554.6	241.4	71.4	142.3	4.7	4	8.5	8.2	132.2	57.9	17.1	86.1	13.6	7	8.3	23.6	432.7	4	54	185.4	97.9	12.6	53.9	24.9
10036.4	2323	333.4	1667.6	2268.4	709.1	1107.3	64.3	110.4	91	102.2	502.1	210.5	88.8	140.5	4.9	4.7	5.5	8.6	113.9	51.3	15	63.5	15.8	6	8.7	20	485.6	3.3	54.1	209.6	117.7	18.2	57.6	25.2
9492.1	2150.3	320.8	1685.3	2021.4	704.8	1086.3	68.9	108.7	71.7	107.6	446	214.3	84.8	113.1	3.7	3.5	4.2	7.5	109.4	50.6	14.5	75.9	13.3	6.4	5.6	13.9	422.3	3.5	48.4	197.3	98.5	11.9	44.1	18.6
10638.8	2425.7	347.7	1787.6	2301.4	784.1	1227.9	74.4	119.8	96	121.4	543.4	241.1	84.1	143	4.5	4.8	4.3	7.3	119.8	57.2	15.2	86.9	13.7	6.2	7.8	13.3	487.3	4.1	55	233.6	106	11.6	53.2	23.7
12054.5	2642	373.1	2028.3	2665.9	867.1	1449	115	128.9	113.4	133.8	625.8	260.6	97.8	155.9	5.2	5.1	6.1	9.6	134.9	64.3	20.6	100	15.2	9.6	9	18.2	610	3.1	59.7	304	136.8	16.2	58.6	31.5
10324.7	2291.5	319	1798	2294.1	740.7	1185.6	90.5	106.8	87.1	115.9	523.3	222.5	77.9	131.5	3.8	5.5	4.5	9.7	113.4	58.9	17.5	76.2	15.8	7.1	8.2	19.8	474.8	5.7	48.3	185.3	135.5	13.2	63.6	23.2
11817.3	2570.7	357.5	1985.9	2620.4	881.1	1421.3	102.1	137.1	104.8	138.4	621.8	248.3	87.6	138.9	7.2	6.2	6.7	11.2	139.8	72.6	19.8	79.1	16.7	9.5	8.9	23.9	628.8	4.3	74.9	274.5	150.6	17.2	73.2	34.1
11008.9	2526.6	310.7	1871.4	2389.3	818.9	1293.8	109.2	118.4	111.7	127	538.8	203	77.4	131.9	4.4	5.8	5.4	9.4	130.3	69.5	21.4	77.8	14.9	7.8	10.6	23.4	556.8	8.8	53.9	228.6	129.1	17.6	91.5	27.4
9996.6	2266.2	285.6	1532.4	2298.3	809.4	1241.5	78.3	97.1	100.1	103.9	488.3	182.3	60.2	123.1	3.4	5.1	5.8	9.2	117.6	59	16.9	66	12.8	6.3	7.2	20.7	505.7	3.1	40.1	193.1	150.3	13.6	75	30.6
9419.5	1981.9	271.3	1656.5	2313.7	526.2	1174.4	73.9	125	76	91.4	359.9	209	68.9	126.1	3.7	5.1	5.7	8.3	124.9	78	18.4	71.7	12.4	5.9	8.9	22.6	528.6	8	48.4	203.2	157.4	14.6	71.4	25.7
11958.8	2630.3	334.8	2061	2843.9	863.4	1286.2	114	139	116.6	125.6	528.4	262.5	79.9	158.1	4.1	5.9	7.8	12.7	143	77.6	18.7	84.4	15.6	13.5	10.8	21.1	622.1	10.9	54.6	234.6	193.9	20.3	76.5	31.2
12594.6	2942.6	361.2	2304.2	2691.8	888.1	1377.7	108.8	138.6	114	147.7	563.5	255.1	86.8	154.8	11.6	6.5	6.7	9.4	155.7	97.1	25.1	86.9	13.8	9.4	12.6	24.9	691.3	6.7	68.2	248.8	206.3	20.4	98.1	42.9
11890.6	2713.4	337.7	1984.9	2665.7	790.6	1428	115.7	138	114.6	137.7	547.8	262.8	84.3	142.5	4.9	7.7	7.3	13.3	139.9	77.4	21.8	77.9	18.1	15.6	12.8	30.4	654.2	5.1	58.2	255.1	185.1	23.5	97.5	29.7
10871.7	2437.5	319.6	1847	2382.8	766.4	1321.8	125.6	114.6	91.8	119	535.4	243.7	77.2	143.5	3.8	6	5.7	11.1	122.8	60.9	20.1	63.8	12.3	8.3	8.9	22.1	518.9	3.4	50.9	199.6	121.2	20.7	91	32
11835.7	2678.9	339.4	1924.8	2648.9	875.9	1404.1	134.9	149.6	93.3	128.9	576.6	220.2	90.9	154.4	4.1	5.8	5.4	10.1	124.8	109.1	20.7	86.3	14.3	6.6	8.8	18.9	499.1	3	55.2	239.1	98.2	15	60.8	27.9
11542.2	2582	347.9	1787	2669.6	885.4	1334	135.9	124.3	106.5	123.8	590.1	221.1	96.3	152.6	4.8	6.4	5.5	9.6	122.1	86.1	24.3	73.1	15.7	7.8	8.4	22	513.6	4.4	52.2	245.7	88.1	17	71.6	34.6
13093.7	2780	401.5	2092.2	3042.3	1003.4	1516.2	148.6	144	136.2	140.8	712.8	237.1	103.3	169.2	5.6	5.7	7.1	12.9	146.7	93.6	28	97.4	16.7	9.2	19.3	24	632.8	4	63.1	316.8	91.8	21.6	97.6	37.8
11180.2	2512.4	337.9	1829	2604.2	813.2	1209.8	137.5	119.5	101.7	107.6	556.3	198.4	75.2	158.2	3.3	5.8	7.1	11.4	143.1	86.6	23.6	79.1	16.2	6.6	11	25.6	464.9	3.7	52	192.9	73.7	21.3	87.3	34.1
12035.7	2658.4	350.5	1940.9	2732.1	876.2	1432.2	105.8	128.8	116.5	126.4	623.7	263	95.3	159	4.9	6.9	8.1	16.2	152.6	75.2	24.1	72.6	17.4	9.9	12.8	26.2	540.4	3.7	56.8	229.8	87.5	20.7	102	39.8
12112	2708.7	358.4	2065.5	2621.7	859.8	1425.5	116.7	128	115.1	128.1	672.8	222.4	79.6	145.5	5.9	6.2	8.5	15.4	154.1	93.9	23.5	77.4	17.9	10	16.5	34.9	554.2	2.9	59.5	234.8	90.3	23	99.7	44.1
10875.2	2518.7	318.8	1638.1	2483.7	820.4	1317.6	89	107	90.3	104.8	603.7	150	66.8	135.5	4.1	6.5	8.3	14	154.6	83.1	20.3	77.5	13.8	6.1	12.2	30.3	525.7	4.6	53.4	221.5	92.7	19.4	101.5	32.5
9897.3	2018.3	297.3	1724	2479.3	564.8	1254	81.8	127.5	83.8	85.3	417.1	184	76.9	133	4	6.2	6.6	11.4	126.2	69.4	19.5	68.9	12.3	6	12.4	27.2	465.8	6.4	46.6	185.7	89	19.4	87	31.7
11672.1	2579.3	302.2	1913.3	2684.6	895.1	1413.9	91.2	122.4	100	111.9	603.6	208.6	80.5	158.5	4.8	6.9	7.1	14.1	146.1	76	24.3	65.4	16.5	6.2	12.3	27.5	532.1	3.6	48.4	239.7	86.2	19.9	98.7	35.7
12385.7	2693.5	342.6	2072	2834.7	960.5	1436.4	97.3	136.4	113.4	121	636.4	231.3	81	172.6	5	8.5	7.5	16.5	150.2	93.6	25.7	66.9	16.9	10.2	18.7	36.9	602.4	4.7	56.4	255.1	102.9	22.4	114.6	46.3
11405.6	2468.8	310.5	1921.4	2566.1	889.8	1340.3	112.7	120.1	88.8	109.8	556.1	206.7	87.5	163.7	12.6	7.5	10.2	14.6	148.1	82.4	25.2	77.6	16.7	7.9	14	46.6	550.1	3.6	51.2	225	89.9	30	110.6	39.8
9830.9	2122.8	291.7	1699.1	2251.2	712.4	1121.2	98.1	101.4	99.2	99.4	494.2	218.5	61.6	130.5	3.6	5.9	7	10.2	119.5	63.6	19.1	49.3	12.7	6.3	10.3	22	438.9	1.9	39.4	162.6	77.7	25.8	100.1	31.4
11025.1	2412.8	315.2	1839.7	2350	885.8	1406.6	93.8	118	82.9	116.1	577.2	209.1	78.8	154.1	4.6	6	5.8	12.1	136	76.7	21.2	69.4	19.2	5.4	8.8	20	482.2	2.9	51.2	204.3	91.4	23.1	79.9	29.4
10853.8	2370.6	317.2	1765.5	2299.8	855.7	1478.5	95.1	111.9	93.4	107.9	538.8	202.2	81	140.7	9	7.3	5.8	11.6	137.1	76.6	21.9	74.6	13.9	6.3	9	22.6	508.8	3	52.4	201.3	95.7	25.5	97.4	33.4
12252.6	2642.5	357.6	2057.5	2542.8	980.8	1658	133.7	131.3	110.7	123.3	596.3	223.4	86	163.3	5.6	8.1	6.5	13.5	162.2	84.7	26.5	72.3	18.7	9.6	9.8	28.1	603.2	2.8	56.5	271.9	110.4	27.7	97	36.9
11839.4	2634.2	342	2027.2	2530.2	899.8	1434.3	117.2	122.3	103.4	108.9	574.5	234.5	78	165.2	3.9	8.3	8.3	17.1	164	103.3	29.2	69.5	16.5	7.5	10.8	29.3	473.6	2.8	63.7	144	104.2	25.1	97.5	36.4
11669.1	2457.5	313.2	1999.7	2508.1	915.2	1437.8	104.8	126.5	104.2	122	613.5	236.8	84.3	163.6	4.6	9.2	7.9	18.2	171.8	99.3	25.3	78.6	16.2	7.9	12	31.1	577	3.8	63.4	199.3	128.5	24.5	118.6	38.9
11601.4	2579.1	318.2	1959.1	2616.8	842.7	1364.3	92.4	135.2	98.5	103.2	592.7	212.1	84.6	159.4	4.5	7.8	8.7	14.6	145.9	93	29.2	66.7	19.3	7	13.6	32.8	548.2	3.1	59.6	216.2	116.4	21.2	95.4	36.3
11178.4	2505.9	339.7	1738	2534.1	827.4	1439.3	85.2	112	104.8	96.1	561.2	173	70.3	147.1	4.6	9.4	8	15.5	147.6	91.2	22.4	72.3	17.3	7.9	13.2	34.7	551.5	3	50.2	206.9	133.2	25.2	93.8	39.2
9516.4	1903.2	280.5	1688.6	2181.8	536.5	1312.6	88.9	116.5	86.1	74.7	423.9	210.1	80.4	128.7	3.5	5.5	6.7	10.1	139.5	80.3	22.1	77.5	15.4	7.3	7.8	28.2	447.4	2.7	51.2	168.1	86.8	24.1	81.8	32.6
12102.8	2660.2	323.1	2021.5	2578.9	915.3	1564.1	95.2	130	109.9	116.9	632.8	244.5	89.5	164.9	4.2	9.5	8.1	14.7	161.1	93.4	27	67.9	16.9	7.7	10.3	35.1	582.9	3	68.6	218.1	136.5	20.6	102.2	33.9
12989	2844.1	347.5	2166.7	2841.9	968.1	1581.1	149.1	132.9	118.8	114.5	664.4	260.5	96.7	169.4	5.5	10.5	12.9	16.5	169.8	115.9	33.2	92.6	20.8	8.1	14	33.4	615.9	3.5	64.1	218.6	147.4	23.8	112.3	46.2
11610.2	2607.1	321.6	1821.5	2529.9	878.2	1411.2	118	126.4	99	107	638.6	252.4	80.4	161.7	4.7	8.5	9.8	16.5	148	96.3	33.6	73.2	16.4	7.1	12.2	31	584.5	3.1	71	207.9	126.3	34	102.8	39.4
10205.5	2356	348	1788.2	2103.2	780.9	1143.9	86.5	108.7	88.8	90.5	525.3	199.8	75.5	137.9	6.7	6.1	6.9	12.6	124.2	76.2	27.5	60	11.3	6.4	9.3	25.2	488.6	3.1	45	169.8	117	22.3	93.7	37.7
11356.2	2659.9	322.3	1981.9	2326.2	862.6	1332.7	98.5	118.7	98.7	97	577.7	217.3	91.4	142.8	7.5	7.5	6	12.6	141.1	92	28.9	70.4	17.5	6.4	12.8	25.7	531.5	2.8	60.7	198.4	133.9	16.7	86.3	32.6
11307.1	2531.4	339.5	1864.5	2452.6	869.3	1343.8	100.3	125.3	96.3	104.1	586.6	218.5	82.2	156.8	5.4	8.9	7.4	13	141	91	33.2	75.2	16.6	6.7	9.6	28	526.4	2.8	53.1	192.1	119.1	25.9	99.7	33.7
12648.6	2845.7	383	2130.4	2782.1	940.2	1421.6	106.1	152.2	105.8	107.1	673.2	243.3	104	171.7	6.4	7	7.3	14.3	148.2	96.4	32.4	95.9	17.5	7.7	13.8	35.5	656.3	3.9	62.4	284.7	138.5	26.5	104.9	35.5
11947.2	2654.3	363.8	1950	2727.3	853.1	1329.8	93.2	120.8	98.4	98.4	619.3	276.5	89.7	171.9	6	7.3	6.9	16.1	156.3	101	30.2	99.5	19.5	6.8	16.3	34.5	552.1	3.5	60.1	192.1	131.6	25.7	98.9	40.2
11714.1	2588.2	316.3	1925.3	2648.2	871.5	1306.8	90.3	171.8	95	97.1	634.8	234.6	87.8	164.5	4.6	8.5	7.1	14.1	151.3	85.9	31.6	104.4	18.8	6.9	15.1	33.6	540.1	4	63.1	192.5	128.2	21.5	94.9	35.9
